Institute,Academic Program Name,Category,Gender,Closing Rank,College_Branch,State
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Artificial Intelligence (AI)
and Data Science",OBC,Gender-Neutral,86076,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Artificial Intelligence (AI)
and Data Science",Open,Female-Only,66935,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Artificial Intelligence (AI)
and Data Science",OBC,Female-Only,86758,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Artificial Intelligence (AI)
and Data Science",NT,Female-Only,139471,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Artificial Intelligence (AI)
and Data Science",NT,Female-Only,100272,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Electronics and
Telecommunication Engg",Open,Gender-Neutral,90757,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Electronics and
Telecommunication Engg",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Electronics and
Telecommunication Engg",SC,Gender-Neutral,135614,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Electronics and
Telecommunication Engg",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,96928,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Electronics and
Telecommunication Engg",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Electronics and
Telecommunication Engg",Open,Female-Only,74213,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Electronics and
Telecommunication Engg",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Electronics and
Telecommunication Engg",OBC,Female-Only,82426,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Electronics and
Telecommunication Engg",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Electronics and
Telecommunication Engg",SC,Female-Only,139557,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Electronics and
Telecommunication Engg",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Electronics and
Telecommunication Engg",NT,Gender-Neutral,107764,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Electronics and
Telecommunication Engg",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Electronics and
Telecommunication Engg",NT,Gender-Neutral,94054,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Electronics and
Telecommunication Engg",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Mechanical Engineering,Open,Gender-Neutral,107221,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Mechanical Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Mechanical Engineering,SC,Gender-Neutral,141355,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Mechanical Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Mechanical Engineering,VJ,Gender-Neutral,142906,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Mechanical Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Mechanical Engineering,OBC,Gender-Neutral,134535,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Mechanical Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Mechanical Engineering,Open,Female-Only,133983,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Mechanical Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Mechanical Engineering,NT,Gender-Neutral,140896,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Mechanical Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Mechanical Engineering,NT,Gender-Neutral,121467,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Mechanical Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Civil Engineering,Open,Gender-Neutral,137546,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Civil Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Civil Engineering,Open,Female-Only,140189,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Civil Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Computer Engineering,Open,Gender-Neutral,59720,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Computer Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Computer Engineering,SC,Gender-Neutral,93886,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Computer Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Computer Engineering,VJ,Gender-Neutral,62429,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Computer Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Computer Engineering,OBC,Gender-Neutral,61001,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Computer Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Computer Engineering,Open,Female-Only,56266,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Computer Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Computer Engineering,OBC,Female-Only,58172,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Computer Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Computer Engineering,SC,Female-Only,92829,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Computer Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Computer Engineering,ST,Gender-Neutral,97448,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Computer Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Computer Engineering,NT,Gender-Neutral,60795,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Computer Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Computer Engineering,NT,Gender-Neutral,60209,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Computer Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Computer Engineering,NT,Female-Only,95392,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Computer Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Electrical Engineering,Open,Gender-Neutral,116403,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Electrical Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Electrical Engineering,OBC,Gender-Neutral,128839,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Electrical Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Electrical Engineering,Open,Female-Only,129765,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Electrical Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Electrical Engineering,OBC,Female-Only,140868,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Electrical Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Electrical Engineering,SC,Female-Only,135858,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Electrical Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Mechanical Engineering,Open,Gender-Neutral,133438,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Mechanical Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Mechanical Engineering,SC,Gender-Neutral,141570,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Mechanical Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Mechanical Engineering,OBC,Gender-Neutral,138970,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Mechanical Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.",Mechanical Engineering,Open,Female-Only,137092,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Mechanical Engineering",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.","Artificial Intelligence and
Machine Learning",Open,Gender-Neutral,63508,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Artificial Intelligence and
Machine Learning",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.","Artificial Intelligence and
Machine Learning",OBC,Gender-Neutral,70580,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Artificial Intelligence and
Machine Learning",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.","Artificial Intelligence and
Machine Learning",Open,Female-Only,61329,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Artificial Intelligence and
Machine Learning",Maharashtra
"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik.","Artificial Intelligence and
Machine Learning",SC,Female-Only,123444,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of
Engineering Education & Research, Nashik. - Artificial Intelligence and
Machine Learning",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Civil Engineering,Open,Gender-Neutral,133556,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Civil Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Computer Engineering,Open,Gender-Neutral,71708,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Computer Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Computer Engineering,SC,Gender-Neutral,90292,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Computer Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Computer Engineering,NT,Gender-Neutral,79183,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Computer Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Computer Engineering,OBC,Gender-Neutral,72742,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Computer Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Computer Engineering,Open,Female-Only,67055,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Computer Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Computer Engineering,OBC,Female-Only,70121,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Computer Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Computer Engineering,SC,Female-Only,81405,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Computer Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Computer Engineering,ST,Gender-Neutral,129204,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Computer Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Computer Engineering,NT,Female-Only,124528,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Computer Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Computer Engineering,NT,Female-Only,101540,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Computer Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Computer Engineering,VJ,Female-Only,141338,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Computer Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Electrical Engineering,Open,Gender-Neutral,130072,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Electrical Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Electrical Engineering,SC,Gender-Neutral,133749,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Electrical Engineering",Maharashtra
"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon",Electrical Engineering,Open,Female-Only,133992,"College of Engineering and Technology ,North Maharashtra Knowledge
City, Jalgaon - Electrical Engineering",Maharashtra
